Loss$,Group,CnaeSession,Uf,FundationDate,Equity,RefYearMonth,,,,
0,G2,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,GO,2001,500000,201711,,,,
0,G3,INDÚSTRIAS DE TRANSFORMAÇÃO,SP,2016,1500000,201803,,,,
"20,000,00",G2,"TRANSPORTE, ARMAZENAGEM E CORREIO",PE,1987,1500000,201712,,,,
0,G4,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",SE,2001,5320000,201806,,,,
0,G5,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",TO,1998,2320000,201709,,,,
"10,000,00",G2,ALOJAMENTO E ALIMENTAÇÃO,RS,1997,1000000,201712,,,,
"10,000,00",G4,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",AC,1998,5320000,201706,,,,
0,G2,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",PB,1996,2320000,201709,,,,
"2,000,00",G1,OUTRAS ATIVIDADES DE SERVIÇOS,PB,1998,15320000,201802,,,,
"20,000,00",G5,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",RR,1992,5320000,201806,,,,
"500,00",G3,INDÚSTRIAS DE TRANSFORMAÇÃO,PB,1997,1500000,201706,,,,
"20,000,00",G2,CONSTRUÇÃO,PB,1987,2320000,201803,,,,
"20,000,00",G5,"TRANSPORTE, ARMAZENAGEM E CORREIO",AC,1996,5320000,201712,,,,
0,G3,SERVIÇOS DOMÉSTICOS,SC,1998,2320000,201707,,,,
"10,000,00",G2,INDÚSTRIAS EXTRATIVAS,GO,1987,500000,201706,,,,
"500,00",G2,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",SP,1992,2320000,201805,,,,
0,G5,EDUCAÇÃO,AP,2015,5320000,201708,,,,
"10,000,00",G3,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,AC,1987,5320000,201710,,,,
"20,000,00",G3,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,BA,1998,5320000,201706,,,,
0,G5,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",PE,1996,2320000,201804,,,,
0,G5,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",RS,1997,5320000,201712,,,,
0,G1,EDUCAÇÃO,CE,1998,7320000,201706,,,,
"20,000,00",G1,INDÚSTRIAS EXTRATIVAS,MA,1998,1000000,201805,,,,
0,G5,SAÚDE HUMANA E SERVIÇOS SOCIAIS,GO,1997,500000,201711,,,,
"1,000,00",G5,ATIVIDADES IMOBILIÁRIAS,GO,2015,5320000,201801,,,,
0,G5,SAÚDE HUMANA E SERVIÇOS SOCIAIS,PR,2015,2320000,201708,,,,
0,G1,ATIVIDADES IMOBILIÁRIAS,TO,1998,5320000,201712,,,,
0,G4,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",AC,1996,5320000,201802,,,,
"10,000,00",G5,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",MT,2010,500000,201801,,,,
0,G2,EDUCAÇÃO,AP,2016,2320000,201712,,,,
"2,000,00",G3,ATIVIDADES IMOBILIÁRIAS,AC,2001,15320000,201709,,,,
0,G5,INDÚSTRIAS DE TRANSFORMAÇÃO,MT,1992,5320000,201712,,,,
"500,00",G3,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,CE,1997,5320000,201806,,,,
0,G3,ELETRICIDADE E GÁS,RJ,2016,2320000,201803,,,,
"1,000,00",G3,"TRANSPORTE, ARMAZENAGEM E CORREIO",RO,1987,1000000,201709,,,,
0,G1,ALOJAMENTO E ALIMENTAÇÃO,AL,1998,2320000,201712,,,,
"2,000,00",G4,ALOJAMENTO E ALIMENTAÇÃO,TO,1997,500000,201708,,,,
"500,00",G3,SERVIÇOS DOMÉSTICOS,MG,1997,2320000,201711,,,,
"1,000,00",G1,ELETRICIDADE E GÁS,PR,2001,2320000,201707,,,,
0,G4,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,PA,2010,2320000,201711,,,,
0,G1,ATIVIDADES IMOBILIÁRIAS,PA,1997,500000,201805,,,,
"1,000,00",G3,ALOJAMENTO E ALIMENTAÇÃO,SP,1998,1000000,201802,,,,
0,G3,INDÚSTRIAS DE TRANSFORMAÇÃO,MG,1998,500000,201706,,,,
"500,00",G5,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,PB,2015,1000000,201801,,,,
0,G1,SERVIÇOS DOMÉSTICOS,AP,1997,1500000,201706,,,,
"20,000,00",G5,ATIVIDADES IMOBILIÁRIAS,MG,1996,500000,201712,,,,
0,G3,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",PB,1992,7320000,201803,,,,
0,G3,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,AL,1998,1000000,201712,,,,
0,G3,SERVIÇOS DOMÉSTICOS,MT,1998,5320000,201804,,,,
"10,000,00",G3,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",SP,1996,2320000,201803,,,,
0,G2,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,MT,1998,2320000,201710,,,,
0,G2,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",DF,2010,2320000,201804,,,,
"20,000,00",G3,OUTRAS ATIVIDADES DE SERVIÇOS,AM,2015,2320000,201804,,,,
0,G5,INFORMAÇÃO E COMUNICAÇÃO,AC,1998,1000000,201712,,,,
0,G5,INDÚSTRIAS DE TRANSFORMAÇÃO,TO,2016,2320000,201707,,,,
0,G2,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",MA,1998,2320000,201805,,,,
"2,000,00",G2,SERVIÇOS DOMÉSTICOS,TO,1990,2320000,201804,,,,
0,G2,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",RO,1996,7320000,201711,,,,
"1,000,00",G5,ELETRICIDADE E GÁS,AM,1998,15320000,201708,,,,
0,G3,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,CE,1998,2320000,201709,,,,
"2,000,00",G5,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",DF,1998,1000000,201805,,,,
0,G1,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,PB,1993,7320000,201706,,,,
0,G3,INDÚSTRIAS DE TRANSFORMAÇÃO,AM,2015,500000,201802,,,,
"10,000,00",G1,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",AP,2015,5320000,201804,,,,
0,G5,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",TO,1987,15320000,201708,,,,
"1,000,00",G2,INDÚSTRIAS EXTRATIVAS,RN,1998,1000000,201711,,,,
"500,00",G4,CONSTRUÇÃO,RR,2010,2320000,201706,,,,
0,G4,SAÚDE HUMANA E SERVIÇOS SOCIAIS,GO,1997,500000,201805,,,,
0,G1,ELETRICIDADE E GÁS,RJ,1998,5320000,201804,,,,
"1,000,00",G4,CONSTRUÇÃO,ES,1998,1000000,201711,,,,
"2,000,00",G5,EDUCAÇÃO,RS,1998,2320000,201801,,,,
"1,000,00",G3,INDÚSTRIAS DE TRANSFORMAÇÃO,PA,2001,500000,201711,,,,
"2,000,00",G3,OUTRAS ATIVIDADES DE SERVIÇOS,ES,1990,2320000,201806,,,,
"20,000,00",G2,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SE,2015,1000000,201803,,,,
0,G1,CONSTRUÇÃO,ES,2001,2320000,201708,,,,
0,G4,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,DF,1998,1000000,201804,,,,
0,G2,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",RO,1992,2320000,201803,,,,
0,G1,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",CE,1997,5320000,201803,,,,
0,G1,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,SE,1987,1000000,201707,,,,
"10,000,00",G1,ALOJAMENTO E ALIMENTAÇÃO,SC,1998,1500000,201711,,,,
"2,000,00",G2,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",PR,1996,2320000,201803,,,,
0,G4,EDUCAÇÃO,AC,2001,1000000,201707,,,,
0,G4,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",SE,1998,15320000,201805,,,,
0,G3,EDUCAÇÃO,SP,1998,500000,201804,,,,
"500,00",G5,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",RN,1991,5320000,201708,,,,
0,G1,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",SP,1997,15320000,201712,,,,
"10,000,00",G4,INDÚSTRIAS DE TRANSFORMAÇÃO,AM,1998,1500000,201711,,,,
0,G2,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",MT,1998,2320000,201803,,,,
"2,000,00",G2,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",PB,1998,2320000,201709,,,,
"500,00",G3,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",SP,1987,5320000,201710,,,,
0,G2,CONSTRUÇÃO,AC,1997,5320000,201804,,,,
0,G5,INFORMAÇÃO E COMUNICAÇÃO,AL,1998,5320000,201802,,,,
0,G1,OUTRAS ATIVIDADES DE SERVIÇOS,DF,2016,500000,201707,,,,
0,G1,ATIVIDADES IMOBILIÁRIAS,PI,1998,5320000,201806,,,,
"2,000,00",G4,EDUCAÇÃO,MA,1990,2320000,201710,,,,
0,G1,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",MS,2015,2320000,201806,,,,
0,G1,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",AL,1997,2320000,201710,,,,
0,G2,OUTRAS ATIVIDADES DE SERVIÇOS,RS,1998,5320000,201804,,,,
0,G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,RN,2010,2320000,201801,,,,
0,G3,INFORMAÇÃO E COMUNICAÇÃO,RJ,2016,1000000,201805,,,,
0,G3,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",RN,1990,1000000,201709,,,,
0,G3,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,SE,2015,5320000,201708,,,,
"10,000,00",G4,EDUCAÇÃO,AC,2010,1000000,201706,,,,
0,G3,SERVIÇOS DOMÉSTICOS,SE,1998,15320000,201710,,,,
0,G3,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",PA,1997,5320000,201802,,,,
0,G3,ELETRICIDADE E GÁS,PI,1992,1500000,201710,,,,
0,G2,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,RR,1998,5320000,201803,,,,
0,G2,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,BA,1997,1000000,201803,,,,
0,G1,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",PR,1997,7320000,201805,,,,
"500,00",G2,"TRANSPORTE, ARMAZENAGEM E CORREIO",AL,1996,7320000,201710,,,,
0,G2,INDÚSTRIAS DE TRANSFORMAÇÃO,AL,1998,1000000,201803,,,,
"10,000,00",G5,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,DF,1998,2320000,201801,,,,
0,G5,SAÚDE HUMANA E SERVIÇOS SOCIAIS,PR,1998,500000,201805,,,,
"2,000,00",G3,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",MS,1993,7320000,201804,,,,
"10,000,00",G4,INDÚSTRIAS EXTRATIVAS,SE,1992,1500000,201803,,,,
0,G4,INDÚSTRIAS EXTRATIVAS,MS,1997,2320000,201707,,,,
"2,000,00",G5,ALOJAMENTO E ALIMENTAÇÃO,MG,2015,500000,201803,,,,
0,G1,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",AC,1998,2320000,201711,,,,
0,G3,ELETRICIDADE E GÁS,SC,1993,1500000,201804,,,,
0,G4,INDÚSTRIAS EXTRATIVAS,AM,2015,1000000,201804,,,,
"1,000,00",G2,INDÚSTRIAS DE TRANSFORMAÇÃO,MS,1998,1000000,201708,,,,
"2,000,00",G1,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",SP,1998,2320000,201708,,,,
"500,00",G4,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",GO,2015,5320000,201712,,,,
0,G5,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",BA,1987,7320000,201803,,,,
0,G1,CONSTRUÇÃO,PA,1991,1000000,201803,,,,
0,G5,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",CE,1992,1000000,201806,,,,
0,G1,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",PA,1998,1500000,201805,,,,
0,G5,ALOJAMENTO E ALIMENTAÇÃO,PB,1997,1000000,201706,,,,
0,G2,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",MS,1998,15320000,201708,,,,
"20,000,00",G5,OUTRAS ATIVIDADES DE SERVIÇOS,MS,1998,2320000,201806,,,,
"10,000,00",G2,INFORMAÇÃO E COMUNICAÇÃO,MS,1998,1000000,201806,,,,
"500,00",G2,OUTRAS ATIVIDADES DE SERVIÇOS,CE,1997,1500000,201709,,,,
"500,00",G2,OUTRAS ATIVIDADES DE SERVIÇOS,MG,1998,1000000,201707,,,,
"10,000,00",G2,ELETRICIDADE E GÁS,MT,2015,5320000,201801,,,,
0,G5,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",SE,1996,1500000,201806,,,,
0,G4,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",DF,1996,15320000,201707,,,,
"20,000,00",G4,ALOJAMENTO E ALIMENTAÇÃO,RJ,1996,2320000,201804,,,,
"1,000,00",G3,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",ES,2015,2320000,201708,,,,
0,G4,OUTRAS ATIVIDADES DE SERVIÇOS,SE,1997,15320000,201710,,,,
0,G4,CONSTRUÇÃO,MS,1997,5320000,201707,,,,
"10,000,00",G5,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",SP,1998,5320000,201805,,,,
"2,000,00",G2,INDÚSTRIAS DE TRANSFORMAÇÃO,PB,1998,7320000,201710,,,,
"20,000,00",G4,INDÚSTRIAS EXTRATIVAS,PE,2010,1000000,201804,,,,
0,G2,INFORMAÇÃO E COMUNICAÇÃO,MS,1992,7320000,201707,,,,
0,G1,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",PI,1996,7320000,201801,,,,
0,G4,INDÚSTRIAS EXTRATIVAS,AL,1993,7320000,201804,,,,
0,G5,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,SP,1990,500000,201803,,,,
0,G4,ELETRICIDADE E GÁS,MS,1997,1000000,201802,,,,
0,G1,SERVIÇOS DOMÉSTICOS,ES,1990,5320000,201712,,,,
"1,000,00",G5,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,RJ,1998,1000000,201805,,,,
0,G3,ALOJAMENTO E ALIMENTAÇÃO,GO,1998,5320000,201709,,,,
0,G4,INFORMAÇÃO E COMUNICAÇÃO,AC,2010,5320000,201708,,,,
0,G3,INFORMAÇÃO E COMUNICAÇÃO,AL,1992,1000000,201706,,,,
0,G5,INFORMAÇÃO E COMUNICAÇÃO,MS,1998,7320000,201806,,,,
0,G4,SAÚDE HUMANA E SERVIÇOS SOCIAIS,AL,1997,2320000,201706,,,,
"500,00",G1,CONSTRUÇÃO,DF,1998,1000000,201707,,,,
0,G5,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",SE,1990,5320000,201711,,,,
0,G4,ALOJAMENTO E ALIMENTAÇÃO,RR,2001,1000000,201801,,,,
0,G1,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",SC,2015,2320000,201805,,,,
0,G2,OUTRAS ATIVIDADES DE SERVIÇOS,PI,1998,1000000,201712,,,,
0,G5,ALOJAMENTO E ALIMENTAÇÃO,MG,1987,1000000,201708,,,,
0,G1,ELETRICIDADE E GÁS,TO,1993,1500000,201709,,,,
0,G2,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",PR,1998,15320000,201803,,,,
0,G1,INDÚSTRIAS DE TRANSFORMAÇÃO,PR,2016,7320000,201801,,,,
0,G3,ALOJAMENTO E ALIMENTAÇÃO,PA,1998,1000000,201804,,,,
0,G5,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",SC,1998,2320000,201706,,,,
"20,000,00",G5,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,SE,1996,15320000,201803,,,,
0,G3,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",DF,1998,2320000,201706,,,,
0,G2,EDUCAÇÃO,MA,1998,15320000,201709,,,,
0,G2,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,AM,1996,2320000,201806,,,,
"20,000,00",G2,INDÚSTRIAS DE TRANSFORMAÇÃO,MT,2001,2320000,201802,,,,
0,G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,RJ,2015,5320000,201801,,,,
0,G3,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",PI,1998,1000000,201805,,,,
0,G5,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,PE,2016,2320000,201712,,,,
0,G3,INDÚSTRIAS EXTRATIVAS,SC,1998,5320000,201806,,,,
"2,000,00",G5,INFORMAÇÃO E COMUNICAÇÃO,PA,2010,5320000,201801,,,,
"1,000,00",G5,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,RJ,1998,1000000,201711,,,,
0,G3,EDUCAÇÃO,PB,1998,5320000,201710,,,,
"10,000,00",G2,INDÚSTRIAS DE TRANSFORMAÇÃO,TO,2001,500000,201805,,,,
0,G3,ELETRICIDADE E GÁS,PB,1998,5320000,201709,,,,
"2,000,00",G1,SAÚDE HUMANA E SERVIÇOS SOCIAIS,PA,1998,2320000,201805,,,,
0,G1,INDÚSTRIAS DE TRANSFORMAÇÃO,MS,2016,15320000,201711,,,,
0,G4,INDÚSTRIAS EXTRATIVAS,AL,2015,5320000,201711,,,,
"1,000,00",G5,"TRANSPORTE, ARMAZENAGEM E CORREIO",RS,1998,1000000,201805,,,,
"10,000,00",G4,INDÚSTRIAS EXTRATIVAS,CE,2010,1500000,201712,,,,
0,G1,INDÚSTRIAS EXTRATIVAS,RO,1987,2320000,201802,,,,
0,G1,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,BA,1996,2320000,201806,,,,
0,G5,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SC,1998,7320000,201707,,,,
"1,000,00",G1,INDÚSTRIAS EXTRATIVAS,AP,1996,1000000,201708,,,,
"1,000,00",G5,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",MG,1998,500000,201805,,,,
0,G3,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",GO,1998,5320000,201706,,,,
0,G2,INFORMAÇÃO E COMUNICAÇÃO,MS,1998,1500000,201804,,,,
0,G2,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,MG,1992,2320000,201806,,,,
0,G3,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",AP,2015,5320000,201804,,,,
"20,000,00",G5,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",MG,1997,2320000,201806,,,,
0,G2,INDÚSTRIAS DE TRANSFORMAÇÃO,PI,1997,5320000,201712,,,,
0,G2,CONSTRUÇÃO,BA,1990,2320000,201712,,,,
"20,000,00",G5,EDUCAÇÃO,SE,1998,7320000,201706,,,,
0,G1,ATIVIDADES IMOBILIÁRIAS,MS,1990,7320000,201706,,,,
"20,000,00",G4,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,PI,1998,7320000,201711,,,,
0,G5,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,MT,1998,1000000,201707,,,,
0,G3,CONSTRUÇÃO,PA,1998,500000,201804,,,,
"500,00",G2,CONSTRUÇÃO,ES,1997,1000000,201709,,,,
0,G3,CONSTRUÇÃO,ES,2015,1000000,201709,,,,
0,G4,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",AP,1991,500000,201709,,,,
"2,000,00",G1,EDUCAÇÃO,MG,1996,1000000,201710,,,,
0,G2,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",MT,2001,500000,201710,,,,
"10,000,00",G3,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",RO,1996,1500000,201706,,,,
0,G4,SAÚDE HUMANA E SERVIÇOS SOCIAIS,RS,1992,2320000,201801,,,,
0,G1,ATIVIDADES IMOBILIÁRIAS,BA,1998,5320000,201803,,,,
"2,000,00",G5,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",GO,1991,5320000,201801,,,,
0,G2,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",AP,1996,1000000,201711,,,,
"500,00",G4,INDÚSTRIAS EXTRATIVAS,GO,2001,2320000,201805,,,,
0,G2,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",PA,1998,5320000,201707,,,,
0,G2,"TRANSPORTE, ARMAZENAGEM E CORREIO",MS,1992,7320000,201712,,,,
0,G5,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",CE,1998,1500000,201712,,,,
"10,000,00",G5,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",SE,2010,2320000,201804,,,,
0,G5,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",BA,2001,5320000,201711,,,,
0,G1,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",MG,1998,2320000,201711,,,,
0,G1,ALOJAMENTO E ALIMENTAÇÃO,PE,1998,1000000,201806,,,,
0,G2,"TRANSPORTE, ARMAZENAGEM E CORREIO",MS,1998,7320000,201806,,,,
0,G3,ALOJAMENTO E ALIMENTAÇÃO,RR,1998,1000000,201802,,,,
"1,000,00",G4,ATIVIDADES IMOBILIÁRIAS,MA,2015,500000,201707,,,,
"2,000,00",G4,SAÚDE HUMANA E SERVIÇOS SOCIAIS,MS,2015,5320000,201706,,,,
0,G3,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,SC,2015,2320000,201708,,,,
"10,000,00",G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,AL,1998,7320000,201802,,,,
"20,000,00",G3,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",RJ,1992,5320000,201708,,,,
0,G4,CONSTRUÇÃO,ES,2010,7320000,201708,,,,
0,G4,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",AL,1998,1000000,201803,,,,
"20,000,00",G2,INDÚSTRIAS DE TRANSFORMAÇÃO,RJ,2001,5320000,201711,,,,
0,G4,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",SP,1990,5320000,201706,,,,
0,G4,ATIVIDADES IMOBILIÁRIAS,RR,1998,15320000,201806,,,,
0,G3,CONSTRUÇÃO,MS,1998,2320000,201805,,,,
0,G1,INFORMAÇÃO E COMUNICAÇÃO,CE,1991,2320000,201805,,,,
"10,000,00",G3,ATIVIDADES IMOBILIÁRIAS,AM,1996,7320000,201710,,,,
0,G3,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",PA,1997,1000000,201709,,,,
0,G2,INFORMAÇÃO E COMUNICAÇÃO,DF,1996,15320000,201804,,,,
0,G4,ALOJAMENTO E ALIMENTAÇÃO,MT,1998,2320000,201802,,,,
"20,000,00",G4,"TRANSPORTE, ARMAZENAGEM E CORREIO",PE,2015,1000000,201801,,,,
0,G5,SERVIÇOS DOMÉSTICOS,RR,1987,7320000,201801,,,,
"20,000,00",G2,INDÚSTRIAS EXTRATIVAS,MG,2015,2320000,201803,,,,
0,G5,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,SC,1998,5320000,201706,,,,
0,G2,"TRANSPORTE, ARMAZENAGEM E CORREIO",MG,1996,5320000,201801,,,,
0,G2,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",CE,1998,5320000,201706,,,,
"500,00",G2,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",RJ,1991,500000,201706,,,,
0,G2,ATIVIDADES IMOBILIÁRIAS,CE,1998,7320000,201803,,,,
"20,000,00",G5,INFORMAÇÃO E COMUNICAÇÃO,RR,2016,2320000,201707,,,,
0,G2,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",SE,1996,2320000,201707,,,,
0,G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,CE,1993,5320000,201712,,,,
"500,00",G4,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",PB,2001,1000000,201710,,,,
"10,000,00",G3,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",RR,2001,15320000,201706,,,,
0,G2,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",MT,1990,2320000,201802,,,,
"1,000,00",G3,ATIVIDADES IMOBILIÁRIAS,CE,1998,5320000,201804,,,,
0,G1,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,AP,1991,2320000,201711,,,,
